Offense Validation CD,Offense Code,Offense Txn Type CD,Offense Statute,Offense Type of Statute CD,Statute Literal 25,Offense Default Type of Charge,Offense Type of Charge,Offense Literal Identifier CD,Offense Degree,BCS Hierarchy CD,Offense Enacted,Offense Repealed,ALPS Cognizant CD,Add_Date Time
2,4028,1,36 4.23(C)(2),US,FR:DUI:REFUSE TEST,N,M,0,0,179200,1983-06-30,,*,2018-01-01
2,4029,1,36 5.14,US,FR:UNLAWFUL PROSPECTING,N,M,0,0,179200,1983-06-30,,*,2018-01-01
2,4030,1,18 1791(A)(1),US,PROVDE CONTRBND IN PRISON,N,F,0,0,179000,1948-06-25,,*,2018-01-01
2,4031,1,36 2.31(A)(3),US,FR:VANDLSM DESTROY PROP,N,M,0,0,179200,1983-06-30,,*,2018-01-01
2,4032,1,36 4.12,US,FR:TRAFFIC CNTL DEVCE VIO,N,M,0,0,179200,1800-01-01,,*,2018-01-01
2,4033,1,36 4.14(B),US,FR:O/CONTAINER ALC IN MV,N,M,0,0,179200,1800-01-01,,*,2018-01-01
2,4034,1,36 2.14(A)(1),US,FR:IMPROP DISPOSL/REFUSE,N,M,0,0,179200,1800-01-01,,*,2018-01-01
2,4035,1,36 2.14(A)(8),US,FR:IMPROP DISPL/HUMAN WST,N,M,0,0,179200,1800-01-01,,*,2018-01-01
2,4036,1,36 2.61(A),US,FR:RESIDING ON FED LAND,N,M,0,0,179200,1800-01-01,,*,2018-01-01
1,4037,1,36 4.22(B)(3),US,FR:UNSAFE CNTL MOTOR VEH,N,M,0,0,179200,1983-06-30,,*,2018-01-01
2,4038,1,36 2.4(A)(1)(I),US,FR:POSS WPN/TRAP/NET,N,M,0,0,179200,1983-06-30,,*,2018-01-01
2,4039,1,36 261.4(C),US,FED REG:INCITE LAWLES ACT,N,M,0,0,179200,1981-06-30,,*,2018-01-01
2,4040,1,36 261.58(G),US,FED REG:VIOL POSTED INST,N,M,0,0,179200,1977-01-14,,*,2018-01-01
2,4041,1,36 2.4(A)(1)(II,US,FR:USE WPN/TRAP/NET,N,M,0,0,179200,1983-06-30,,*,2018-01-01
1,4042,1,36 4.21(C),US,FR:OPR VEH EXCESS SPEED,N,M,0,0,179200,1983-06-30,,*,2018-01-01
1,4043,1,36 4.30(D)(2),US,FR:OPR BIKE W/OUT LIGHT,N,M,0,0,179200,1983-06-30,,*,2018-01-01
2,4044,1,36 1.5(F),US,FED REG:VIOLATE A CLOSURE,N,M,0,0,179200,1983-06-30,,*,2018-01-01
2,4045,1,36 2.31(A)(2),US,FR:TAMPER WITH PROPERTY,N,M,0,0,179200,1983-06-30,,*,2018-01-01
1,4047,1,36 2.35(A)(3)(I,US,FR:VIOLATION OF A CLOSURE,N,M,0,0,179200,1983-06-30,,*,2018-01-01
1,4048,1,18 2424(A),US,FAIL FILE STMT RE:ALIEN,N,F,0,0,179000,1948-06-25,,*,2018-01-01
2,4049,1,36 4.22(B)(1),US,FR:DRIVE WITHOUT DUE CARE,N,M,0,0,179200,1983-06-30,,*,2018-01-01
1,4050,1,18 1705,US,DESTROY MAILBOX,N,F,0,0,179000,1948-06-25,,*,2018-01-01
1,4051,1,36 4.30(D)(4),US,FR:OPR BIKE UND INF ALC,N,M,0,0,179200,1983-06-30,,*,2018-01-01
1,4052,1,36 2.22(A)(3),US,FR:FAIL TURN IN FND PROP,N,M,0,0,179200,1983-06-30,,*,2018-01-01
1,4053,1,36 4.22(B)(4)(2,US,FR:PASSENGER IN BED TRUCK,N,M,0,0,179200,1983-06-30,,*,2018-01-01
2,4054,1,21 841,US,POS W/INT MFG/DIST:CT SUB,N,F,0,0,179200,1970-10-27,,*,2018-01-01
2,4055,1,21 1702,US,OBSTRUCT OF CORRESPONDENC,N,F,0,0,179000,1994-01-01,,*,2018-01-01
2,4056,1,18 752(A),US,INSTIGATE/AID ESCAPE,N,F,0,0,179200,1948-06-25,,*,2018-01-01
2,4057,1,18 3583(D),US,VIOL SUPERVISED RELEASE,N,F,0,0,179200,1984-10-12,,*,2018-01-01
1,4058,1,36 2.17(A)(3),US,FR:DEL/RETRIEVE BY AIR,N,M,0,0,179200,1800-01-01,,*,2018-01-01
2,4059,1,18 2261(A)(1),US,DOMESTC VIOLENCE/STALKING,N,F,0,0,179000,1994-11-13,,*,2018-01-01
2,4060,1,19 1433(A)(1)(A,US,FAIL RPT ARRIVL VESSEL:FP,N,F,0,0,179000,1930-06-17,,*,2018-01-01
2,4061,1,36 2.23(B),US,FR:NON PAYMENT OF FEES,N,M,0,0,179200,1800-01-01,,*,2018-01-01
2,4062,1,43 8341.1(F)(3),US,FR:DR OFF RD VEH UNDR INF,N,M,0,0,179200,1979-06-15,,*,2018-01-01
2,4063,1,21 331(A),US,VIO FOOD/DRUG/ETC ACT,N,F,0,0,179200,1938-06-25,,*,2018-01-01
2,4064,1,18 1951(A)(1),US,RACKETEERING:DIST PROCEED,N,F,0,0,179000,1961-09-13,,*,2018-01-01
2,4065,1,18 1962(A),US,RACKETEERING:INCOM DERIVE,N,F,0,0,179000,1970-10-15,,*,2018-01-01
1,4066,1,17 506(A)(1)(A),US,COPYRIGHT INFRINGEMENT,N,F,0,0,179000,1976-10-19,,*,2018-01-01
1,4067,1,18 1653,US,PIRACY/PRIVATEERING,N,F,0,0,179000,1909-03-04,,*,2018-01-01
2,4068,1,36 4.10(A),US,FR:OPR VEH PROHIBITD AREA,N,M,0,0,179200,1800-01-01,,*,2018-01-01
2,4069,1,18 1962(C),US,RACKETER:COLLECT UNL DEBT,N,F,0,0,179000,1970-10-15,,*,2018-01-01
2,4070,1,18 1962(D),US,RACKETEERING CONSPIRACY,N,F,0,0,179000,1970-10-15,,*,2018-01-01
2,4071,1,36 2.12(A)(1),US,FR:UNREASONABLE NOISE,N,M,0,0,179200,1800-01-01,,*,2018-01-01
2,4072,1,36 5.6(B),US,FR:COMMERC VEH PROHIBITED,N,M,0,0,179200,1800-01-01,,*,2018-01-01
2,4073,1,18 3583(A),US,VIOL TERM OF SUPV RELEASE,N,F,0,0,179000,1984-10-12,,*,2018-01-01
1,8001,1,25658(B),BP,MINOR BUY LIQUOR IN BAR,0,M,0,0,175390,1953-09-09,,*,2018-01-01
2,8002,1,25661,BP,POSS/USE FALSE ID OF AGE,0,M,0,0,138300,1953-09-09,2007-12-31,*,2018-01-01
1,8004,1,25665,BP,MINOR IN LIQUOR PREMISES,0,M,0,0,138600,1955-09-07,,*,2018-01-01
1,8005,1,310,PC,MINOR ATTEND PRIZEFIGHT,0,M,0,0,172300,1953-09-09,,*,2018-01-01
4,8008,1,602,WI,FAIL OBEY ORDER JUV COURT,0,X,0,0,177400,1961-09-15,,*,2018-01-01
4,8023,1,777,WI,MOD COURT ORD:COMMIT/PROB,N,X,0,0,177900,1961-09-15,,*,2018-01-01
4,8030,1,663,WI,WARRANT OF ARREST:MINOR,0,X,0,0,178700,1977-01-01,,*,2018-01-01
4,8031,1,628.1,WI,HOME DETENTION VIOL:MINOR,0,X,0,0,0,1977-01-01,,*,2018-01-01
2,8032,1,25658.5,BP,MINOR ATTEMPT TO BUY ALC,N,I,0,0,175390,1988-01-01,,*,2018-01-01
2,8034,1,308(B),PC,MNR BUY SMOKING PARAPHERN,N,I,0,0,176150,1989-01-01,,*,2018-01-01
2,8039,1,777(A)(2),WI,FL OBEY ORD JUV CRT:602WI,0,M,0,0,177400,1961-09-15,,*,2018-01-01
2,8041,1,308(A)(2)(B),PC,MNR BUY SMOKING PARAPHNAL,0,I,0,0,176150,2007-01-01,,*,2018-01-01
1,8042,1,25661(A),BP,POSS/USE FALSE ID OF AGE,0,M,0,0,175100,2008-01-01,,*,2018-01-01
1,9005,1,187(A),PC,MURDER,0,F,0,0,1300,1970-11-23,,*,2018-01-01
1,9029,1,399,PC,OWNERS ANIMAL CAUSE DEATH,0,F,0,0,23400,1872-01-01,,*,2018-01-01
1,9050,1,3009,FG,KILL/INJ PERSON W/HUNTING,0,F,0,0,70000,1961-09-15,,*,2018-01-01
1,9134,1,151(A)(1),PC,ADVOCATE INJ PO W/O INJ,0,M,0,0,102300,1972-03-04,,*,2018-01-01
1,9135,1,151(A)(2),PC,ADVOCAT KILL/INJ PO W/INJ,0,F,0,0,23800,1972-03-04,,*,2018-01-01
1,9146,1,192(A),PC,VOLUNTARY MANSLAUGHTER,0,F,0,0,4700,1984-08-24,,*,2018-01-01
1,9147,1,192(B),PC,INVOLUNTARY MANSLAUGHTER,0,F,0,0,15200,1984-08-24,,*,2018-01-01
1,9150,1,192(C)(1),PC,VEH MANSL W/GROSS NEG,0,F,0,0,11100,1984-08-24,,*,2018-01-01
1,9151,1,192(C)(2),PC,VEH MANSL W/O GROSS NEG,0,M,0,0,89300,1984-08-24,,*,2018-01-01
1,9154,1,187(A),PC,MURDER:FIRST DEGREE,0,F,MFD,1,1200,1970-11-23,,*,2018-01-01
1,9155,1,187(A),PC,MURDER:SECOND DEGREE,0,F,MUS,2,2300,1970-11-23,,*,2018-01-01
1,9157,1,191.5(A),PC,GR VEH MANSL WHILE INTOX,0,F,0,0,4200,1987-01-01,,*,2018-01-01
2,9158,1,192(C)(3),PC,DUI VEH MANS W/O GR NEG,0,F,DUI,0,23250,1987-01-01,,*,2018-01-01
1,9174,1,187(A),PC,MURDER:SEC DEG ON PO,0,F,POS,2,2200,1988-06-07,,*,2018-01-01
1,9175,1,399.5(A),PC,DOG FIGHT-TRAIND CAUS INJ,*,M,0,0,98000,1985-01-01,,*,2018-01-01
1,9176,1,187(A),PC,MRDR:1ST DEG:SHOOT F/VEH,0,F,SFV,1,1220,1994-06-07,,*,2018-01-01
1,9177,1,192.5(A),PC,VEH MNSL W/VESSL W/GR NEG,0,F,0,0,4200,1987-01-01,,*,2018-01-01
1,9178,1,192.5(B),PC,VEH MNSL W/VES W/O GR NEG,0,M,0,0,89300,1987-01-01,,*,2018-01-01
2,9179,1,192.5(C),PC,V/MNSL:VES:ALC/DRG:NO NEG,0,F,ALC,0,23250,1988-01-01,,*,2018-01-01
2,9180,1,191.5(B),PC,GROS VEH MNSL W/VES:INTOX,0,F,VES,0,4200,1987-01-01,,*,2018-01-01
1,9181,1,18 930,US,ATEMPT/MURDER:FED FACILTY,N,F,0,0,179000,1994-09-13,,*,2018-01-01
2,9182,1,192(C)(4),PC,VEH MNSL:CAUSE:ACC:GAIN,0,F,0,0,4200,1999-01-01,2006-12-30,*,2018-01-01
2,9183,1,18 1111,US,MURDER 1ST DEGREE,0,F,0,0,179000,1948-06-25,,*,2018-01-01
2,9184,1,18 1111,US,MURDER 2ND DEGREE,0,F,0,1,179000,1948-06-25,,*,2018-01-01
1,9185,1,399.5(A),PC,DOG TRAINED:FIGHT/ETC:INJ,0,F,0,0,21450,2000-01-01,,*,2018-01-01
1,9187,1,399(B),PC,OWNER/ETC:ANML CAUSE DTH,0,F,0,0,68400,1872-01-01,,*,2018-01-01
1,9188,1,399(B),PC,OWNER/ETC:ANML CAUSE DTH,*,M,0,0,98000,1872-01-01,,*,2018-01-01
1,9198,1,191.5(B),PC,VEH MANSL WHILE INTOXICAT,*,F,WGN,0,23250,2007-01-01,,*,2018-01-01
1,9199,1,191.5(B),PC,VEH MANSL WHILE INTOXICAT,0,M,0,0,89300,2007-01-01,,*,2018-01-01
1,9200,1,192(C)(1),PC,VEH MANSL W/GROSS NEGLNCE,*,M,0,0,89300,1984-08-24,,*,2018-01-01
1,9201,1,192(C)(3),PC,VEH MNSL:CAUSE ACC F/GAIN,0,F,FIN,0,4200,2007-01-01,,*,2018-01-01
1,9202,1,192.5(B),PC,VEH MNSL W/VES W/O GR NEG,*,F,0,0,23250,1987-01-01,,*,2018-01-01
1,9203,1,192.5(C),PC,V/MNSL:VESS WITH/GRS NEGL,0,F,GRO,0,11100,2007-01-01,,*,2018-01-01
1,9204,1,192.5(C),PC,VEH MNSL:VES W/GROS NEGL,*,M,0,0,89300,2007-01-01,,*,2018-01-01
1,9205,1,192.5(D),PC,VEH MNSL:VESS:W/O GRS NEG,0,M,0,0,89300,1988-01-01,,*,2018-01-01
1,10007,1,265,PC,ABDUCT WOMEN FOR MARRIAGE,0,F,0,0,29400,1872-01-01,,*,2018-01-01
1,10008,1,278,PC,CHILD STEALING,0,F,0,0,18200,1985-01-01,,*,2018-01-01
1,10009,1,4503,PC,CONFINED PRSN HOLD HOSTGE,0,F,0,0,8000,1963-09-20,,*,2018-01-01
1,10011,1,209(A),PC,KIDNAPPING FOR RANSOM,0,F,0,0,2000,1977-07-01,,*,2018-01-01
1,10016,1,207(A),PC,KIDNAPPING,0,F,0,0,7000,1983-01-01,,*,2018-01-01
1,10017,1,207(B),PC,KIDNAP -14 TO COM L&L,0,F,0,0,2700,1983-01-01,,*,2018-01-01
1,10018,1,18 1201,US,KIDNAPPING,N,F,0,0,179000,1948-06-25,,*,2018-01-01
1,10019,1,207(C),PC,KIDNAP:FORC/ETC:TAKE O/ST,0,F,0,0,7000,1983-01-01,,*,2018-01-01
1,10021,1,208(B),PC,KIDNAP CHILD UNDER 14 YRS,0,F,0,0,2800,1986-07-03,,*,2018-01-01
1,10022,1,207(D),PC,KIDNAP:FORC/ETC:INTO CA,0,F,0,0,7000,1983-01-01,,*,2018-01-01
1,10024,1,209.5(A),PC,KIDNAP DURING CARJACKING,0,F,0,0,2020,1993-10-01,,*,2018-01-01
1,10026,1,209.5(B),PC,KIDNAP/CARJACK:VICT MOVED,0,F,0,0,2020,1993-10-01,,*,2018-01-01
2,10027,1,18 1203(A),US,HOSTAGE TAKING,N,F,0,0,179000,1983-01-06,,*,2018-01-01
1,10028,1,209(B)(1),PC,KIDNAP TO COMMIT RAPE,0,F,RAP,0,2000,2006-11-08,,*,2018-01-01
1,10029,1,209(B)(1),PC,KIDNAP TO COMMIT ROBBERY,0,F,ROB,0,2000,2006-11-08,,*,2018-01-01
1,11004,1,220,PC,ASSAULT:COMMIT RAPE,0,F,RAP,0,11800,1872-01-01,,*,2018-01-01
1,11005,1,220,PC,ASSAULT TO COMMIT SODOMY,0,F,SOD,0,12400,1872-01-01,,*,2018-01-01
2,11018,1,264.1,PC,RAPE/ETC:CNCRT FORCE/VIOL,0,F,0,0,3300,1967-11-08,2010-09-08,*,2018-01-01
1,11019,1,266B,PC,TAKE PRSN FOR ILLICIT REL,0,F,0,0,29500,1905-01-01,,*,2018-01-01
1,11026,1,286.5,PC,SEXUAL ASSAULT ON ANIMAL,0,M,0,0,116300,1976-01-01,,*,2018-01-01
1,11030,1,220,PC,ASLT:MAYHEM/RAPE/ETC,0,F,MRE,0,11800,1980-01-01,,*,2018-01-01
1,11049,1,243.4(A),PC,SEXUAL BATTERY,0,F,0,0,21600,1985-01-01,,*,2018-01-01
1,11051,1,243.4(B),PC,SEX BAT:MEDICLY INST PRSN,0,F,0,0,21600,1985-01-01,,*,2018-01-01
1,11053,1,243.4(D),PC,SEXUAL BATT:SEX AROUSAL,0,M,0,0,102700,1990-01-01,,*,2018-01-01
1,11054,1,261(A)(1),PC,RAPE:VICT INCPBL OF CNSNT,0,F,0,0,5400,1991-01-01,,*,2018-01-01
1,11055,1,261(A)(2),PC,RAPE BY FORCE/FEAR/ETC,0,F,0,0,5400,1991-01-01,,*,2018-01-01
1,11056,1,261(A)(3),PC,RAPE OF DRUGGED VICTIM,0,F,0,0,5400,1991-01-01,,*,2018-01-01
1,11057,1,261(A)(4),PC,RAPE:VICT UNCONSC OF ACT,0,F,0,0,5400,1991-01-01,,*,2018-01-01
2,11058,1,261(A)(5),PC,RAPE:VICT THINKS SPOUSE,0,F,0,0,5400,1991-01-01,2013-09-08,*,2018-01-01
1,11059,1,261(A)(6),PC,RAPE:THREAT RETALIATION,0,F,0,0,5400,1991-01-01,,*,2018-01-01
1,11060,1,261(A)(7),PC,RAPE:THREAT:AUTH:ARST/ETC,0,F,0,0,5400,1991-01-01,,*,2018-01-01
1,11062,1,262(A)(1),PC,RAPE SPOUSE BY FORCE/ETC,0,F,0,0,6490,1994-01-01,,*,2018-01-01
1,11063,1,220,PC,ASLT:PENETRATE W/OBJECT,0,F,OBJ,0,12000,1980-01-01,,*,2018-01-01
1,11064,1,220,PC,ASSLT TO COMMIT ORAL COP,0,F,ORL,0,12100,1980-01-01,,*,2018-01-01
1,11065,1,220,PC,ASLT:COMIT LEWD/LASC:CHLD,0,F,LLC,0,11900,1980-01-01,,*,2018-01-01
1,11066,1,269(A)(1),PC,AGG SEX ASLT:MNR:FRCE/ETC,0,F,0,0,2435,1995-01-01,,*,2018-01-01
1,11067,1,262(A)(2),PC,RAPE SPOUSE UND C/SUB/ETC,0,F,0,0,6490,1994-01-01,,*,2018-01-01
1,11068,1,220,PC,ASLT:RAPE:CONCERT W/OTHER,0,F,CRA,0,12200,1980-01-01,,*,2018-01-01
1,11069,1,269(A)(5),PC,AGG SEX ASLT:MNR:FRGN OBJ,0,F,0,0,2440,1995-01-01,,*,2018-01-01
1,11070,1,262(A)(3),PC,RAPE:SPOUSE UNCON OF ACT,0,F,0,0,6490,1994-01-01,,*,2018-01-01
1,11071,1,262(A)(4),PC,RAPE SPOUS:THRET RETALIAT,0,F,0,0,6490,1994-01-01,,*,2018-01-01
1,11072,1,262(A)(5),PC,RAPE SPOUS:THRET:ARST/ETC,0,F,0,0,6490,1994-01-01,,*,2018-01-01
1,11073,1,243.4(A),PC,SEXUAL BATTERY,*,M,0,0,94600,1985-01-01,,*,2018-01-01
1,11074,1,269(A)(4),PC,AGG SEX ASLT:MNR:ORAL/ETC,0,F,0,0,2440,1995-01-01,,*,2018-01-01
2,11075,1,289(A)(1),PC,SEX PENETRATION:FORCE/ETC,0,F,0,0,6200,1999-10-10,2010-12-31,*,2018-01-01
1,11076,1,289(A)(2),PC,SEX PEN:THRET RETALIATION,0,F,0,0,6200,1999-10-10,,*,2018-01-01
1,11077,1,269(A)(3),PC,AGG SEX ASLT:MNR:SDMY/ETC,0,F,0,0,2440,1995-01-01,,*,2018-01-01
2,11079,1,269,PC,AGG SEXUAL ASLT OF CHILD,0,F,0,0,2435,1995-01-01,,*,2018-01-01
1,11080,1,269(A)(2),PC,AGG SEX ASLT:MNR:264.1PC,0,F,0,0,2435,1995-01-01,,*,2018-01-01
1,11081,1,243.4(C),PC,SEXUAL BATT:UNCONS PERSON,0,F,UNS,0,21600,1986-01-01,,*,2018-01-01
1,11082,1,243.4(C),PC,SEXUAL BATT:UNCONS PERSON,*,M,UNC,0,94600,1986-01-01,,*,2018-01-01
1,11083,1,243.4(D),PC,SEXUAL BATT:SEX AROUSAL,*,F,0,0,21600,1990-01-01,,*,2018-01-01
1,11084,1,243.4(E)(1),PC,SEXUAL BATT:SEX AROUSAL,0,M,0,0,102700,1993-01-01,,*,2018-01-01
1,11085,1,261(A)(4)(A),PC,RAPE:VICT UNCONSCIOUS,0,F,0,0,5400,1991-01-01,,*,2018-01-01
1,11086,1,261(A)(4)(B),PC,RAPE:VICTIM NOT AWARE,0,F,0,0,5400,1991-01-01,,*,2018-01-01
1,11087,1,261(A)(4)(C),PC,RAPE:VICTIM OF PERP FRAUD,0,F,0,0,5400,1991-01-01,,*,2018-01-01
1,11088,1,261(A)(4)(D),PC,RAPE:VIC UNAWR:FRAUD MISR,0,F,0,0,5400,1991-01-01,,*,2018-01-01
2,11089,1,269(A),PC,AGG SEX ASSLT:CHILD -14,0,F,0,0,2435,1995-01-01,2006-01-01,*,2018-01-01
1,11090,1,243.4(J),PC,SEXUAL BATT:W/PR FEL CONV,0,F,0,0,21600,1990-01-01,,*,2018-01-01
2,11091,1,220(A),PC,ASLT:W/INTENT TO RAPE,0,F,0,0,11800,2006-11-07,2010-12-31,*,2018-01-01
1,11092,1,220(B),PC,ASLT:INTENT RAPE IN 459,0,F,0,0,1760,2006-11-07,,*,2018-01-01
2,11093,1,243.4,PC,SEXUAL BATTERY,0,M,0,0,94600,1985-01-01,,*,2018-01-01
1,11094,1,243.4(B),PC,SEX BATT:MED INST PERSON,*,M,0,0,94600,1985-01-01,,*,2018-01-01
2,11095,1,220,PC,ASLT W/INT COMT RAPE/ETC,0,F,INT,0,11800,1980-01-01,,*,2018-01-01
1,11096,1,220(A)(1),PC,ASSAULT:W/INTENT TO RAPE,0,F,0,0,11800,2011-01-01,,*,2018-01-01
1,11097,1,264.1(A),PC,RAPE/ETC:CNCRT FORCE/VIOL,0,F,0,0,3300,2010-09-09,,*,2018-01-01
1,11098,1,264.1(B)(1),PC,RAPE:CNCRT/FORCE:CHILD-14,0,F,0,0,2492,2010-09-09,,*,2018-01-01
1,11099,1,264.1(B)(2),PC,RAPE:CNCRT/FORCE:MNR 14+,0,F,0,0,2497,2010-09-09,,*,2018-01-01
1,11100,1,289(A)(1)(A),PC,SEX PENETRATION:FORCE/ETC,0,F,0,0,6200,2010-09-09,,*,2018-01-01
1,11101,1,289(A)(1)(B),PC,SEX PENTRATION FORCE/ETC,0,F,0,0,2496,2010-09-09,,*,2018-01-01
1,11102,1,289(A)(1)(C),PC,SEX PENTRATION FORCE/ETC,0,F,0,0,2602,2010-09-09,,*,2018-01-01
1,11103,1,261(A)(5),PC,RAPE:VICT KNOWS PERSON,0,F,0,0,5400,2013-09-09,,*,2018-01-01
1,11104,1,264(C)(1),PC,RAPE:UPON CHILD-14 YRS,0,F,0,0,2494,2010-09-09,,*,2018-01-01
1,11105,1,264(C)(2),PC,RAPE:MINOR 14+ YEARS,0,F,0,0,2497,2010-09-09,,*,2018-01-01
1,11106,1,220(A)(2),PC,ASSAULT:-18 W/INT TO RAPE,0,F,0,0,3300,2010-09-09,,*,2018-01-01
1,12004,1,211,PC,ROBBERY,0,F,0,0,8900,1872-01-01,,*,2018-01-01
4,12007,1,212,PC,FEAR AS ELEMENT ROBBERY,0,F,0,0,14400,1800-01-01,,*,2018-01-01
1,12011,1,214,PC,TRAIN ROBBERY,0,F,0,0,23600,1905-01-01,,*,2018-01-01
1,12017,1,211,PC,ROBBERY:FIRST DEGREE,0,F,RFD,1,8900,1872-01-01,,*,2018-01-01
1,12018,1,211,PC,ROBBERY:SECOND DEGREE,0,F,0,2,14400,1872-01-01,,*,2018-01-01
1,12030,1,212.5(A),PC,ROB:1ST DEG:CAB/ETC/DWELL,0,F,0,0,8900,1987-01-01,,*,2018-01-01
4,12032,1,212.5,PC,ROBBERY,0,F,0,0,8900,1987-01-01,,*,2018-01-01
1,12033,1,213(A)(2),PC,ROBBERY:SECOND DEGREE,0,F,0,0,14400,1987-01-01,,*,2018-01-01
1,12035,1,212.5(B),PC,ROB:FIRST DEGREE:ATM/ETC,0,F,ATM,0,8900,1995-01-01,,*,2018-01-01
1,12036,1,212.5(C),PC,ROBBERY:SECOND DEGREE,0,F,0,0,14400,1995-01-01,,*,2018-01-01
1,12038,1,18 2113(A),US,BANK/ETC ROBBERY,N,F,0,0,179000,1948-06-25,,*,2018-01-01
1,12039,1,213(A)(1)(A),PC,ROB 1:INHAB DWELL:CONCERT,0,F,0,0,4790,1995-01-01,,*,2018-01-01
1,13004,1,149,PC,ASSAULT BY PUBLIC OFFICER,0,F,0,0,40000,1872-01-01,,*,2018-01-01
1,13005,1,203,PC,MAYHEM,0,F,0,0,10900,1872-01-01,,*,2018-01-01
1,13010,1,218,PC,ATTEMPT TRAIN WRECKING,0,F,0,0,1600,1905-01-01,,*,2018-01-01
1,13011,1,219,PC,TRAIN WRECKING,0,F,0,0,1500,1905-01-01,,*,2018-01-01
